TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
鹊桥仙·纤云弄巧,宋代,秦观,纤云弄巧，飞星传恨，银汉迢迢暗度。#金风玉露一相逢，便胜却人间无数。#柔情似水，佳期如梦，忍顾鹊桥归路。#两情若是久长时，又岂在朝朝暮暮。,纤薄的云彩在天空中变幻多端，天上的流星传递着相思的愁怨，遥远无垠的银河今夜我悄悄渡过。在秋风白露的七夕相会，就胜过尘世间那些长相厮守却貌合神离的夫妻。共诉相思，柔情似水，短暂的相会如梦如幻，分别之时不忍去看那鹊桥路。只要两情至死不渝，又何必贪求卿卿我我的朝欢暮乐呢。,秦观（1049-1100）字太虚，又字少游，别号邗沟居士，世称淮海先生。汉族，北宋高邮（今江苏）人，官至太学博士，国史馆编修。秦观一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。秦观生前行踪所至之处，多有遗迹。如浙江杭州的秦少游祠，丽水的秦少游塑像、淮海先生祠、莺花亭；青田的秦学士祠；湖南郴州三绝碑；广西横县的海棠亭、醉乡亭、淮海堂、淮海书院等。秦观墓在无锡惠山之北粲山上，墓碑上书“秦龙图墓”几个大字。有秦家村、秦家大院以及省级文物保护单位古文游台。
千秋岁·水边沙外,宋代,秦观,水边沙外。#城郭春寒退。#花影乱，莺声碎。#飘零疏酒盏，离别宽衣带。#人不见，碧云暮合空相对。#忆昔西池会。#鹓鹭同飞盖。#携手处，今谁在。#日边清梦断，镜里朱颜改。#春去也，飞红万点愁如海。,N/A,秦观（1049-1100）字太虚，又字少游，别号邗沟居士，世称淮海先生。汉族，北宋高邮（今江苏）人，官至太学博士，国史馆编修。秦观一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。秦观生前行踪所至之处，多有遗迹。如浙江杭州的秦少游祠，丽水的秦少游塑像、淮海先生祠、莺花亭；青田的秦学士祠；湖南郴州三绝碑；广西横县的海棠亭、醉乡亭、淮海堂、淮海书院等。秦观墓在无锡惠山之北粲山上，墓碑上书“秦龙图墓”几个大字。有秦家村、秦家大院以及省级文物保护单位古文游台。
踏莎行·郴州旅舍,宋代,秦观,雾失楼台，月迷津渡。#桃源望断无寻处。#可堪孤馆闭春寒，杜鹃声里斜阳暮。#驿寄梅花，鱼传尺素。#砌成此恨无重数。#郴江幸自绕郴山，为谁流下潇湘去。,雾迷蒙，楼台依稀难辨，月色朦胧，渡口也隐匿不见。望尽天涯，理想中的桃花源，无处觅寻。怎能忍受得了独居在孤寂的客馆，春寒料峭，斜阳西下，杜鹃声声哀鸣！远方的友人的音信，寄来了温暖的关心和嘱咐，却平添了我深深的别恨离愁。郴江啊，你就绕着你的郴山流得了，为什么偏偏要流到潇湘去呢？,秦观（1049-1100）字太虚，又字少游，别号邗沟居士，世称淮海先生。汉族，北宋高邮（今江苏）人，官至太学博士，国史馆编修。秦观一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。秦观生前行踪所至之处，多有遗迹。如浙江杭州的秦少游祠，丽水的秦少游塑像、淮海先生祠、莺花亭；青田的秦学士祠；湖南郴州三绝碑；广西横县的海棠亭、醉乡亭、淮海堂、淮海书院等。秦观墓在无锡惠山之北粲山上，墓碑上书“秦龙图墓”几个大字。有秦家村、秦家大院以及省级文物保护单位古文游台。
浣溪沙·漠漠轻寒上小楼,宋代,秦观,漠漠轻寒上小楼，晓阴无赖似穷秋。#淡烟流水画屏幽。#自在飞花轻似梦，无边丝雨细如愁。#宝帘闲挂小银钩。,带着一丝寒意，独自登上小楼，清晨的阴凉，令人厌烦，仿佛已是深秋。回望画屏，淡淡烟雾，潺潺流水，意境幽幽。窗外，花儿自由自在地轻轻飞舞，恰似梦境，雨淅淅沥沥的下着，漫无边际地飘洒着，就像愁绪飞扬。再看那缀着珠宝的帘子正随意悬挂在小小银钩之上。,秦观（1049-1100）字太虚，又字少游，别号邗沟居士，世称淮海先生。汉族，北宋高邮（今江苏）人，官至太学博士，国史馆编修。秦观一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。秦观生前行踪所至之处，多有遗迹。如浙江杭州的秦少游祠，丽水的秦少游塑像、淮海先生祠、莺花亭；青田的秦学士祠；湖南郴州三绝碑；广西横县的海棠亭、醉乡亭、淮海堂、淮海书院等。秦观墓在无锡惠山之北粲山上，墓碑上书“秦龙图墓”几个大字。有秦家村、秦家大院以及省级文物保护单位古文游台。
行香子·树绕村庄,宋代,秦观,树绕村庄，水满陂塘。#倚东风、豪兴徜徉。#小园几许，收尽春光。#有桃花红，李花白，菜花黄。#远远围墙，隐隐茅堂。#飏青旗、流水桥旁。#偶然乘兴、步过东冈。#正莺儿啼，燕儿舞，蝶儿忙。,绿树绕着村庄，春水溢满池塘，淋浴着东风，带着豪兴我信步而行。小园很小，却收尽春光。桃花正红，李花雪白，菜花金黄。远远一带围墙，隐约有几间茅草屋。青色的旗帜在风中飞扬，小桥矗立在溪水旁。偶然乘着游兴，走过东面的山冈。莺儿鸣啼，燕儿飞舞，蝶儿匆忙，一派大好春光。,秦观（1049-1100）字太虚，又字少游，别号邗沟居士，世称淮海先生。汉族，北宋高邮（今江苏）人，官至太学博士，国史馆编修。秦观一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。秦观生前行踪所至之处，多有遗迹。如浙江杭州的秦少游祠，丽水的秦少游塑像、淮海先生祠、莺花亭；青田的秦学士祠；湖南郴州三绝碑；广西横县的海棠亭、醉乡亭、淮海堂、淮海书院等。秦观墓在无锡惠山之北粲山上，墓碑上书“秦龙图墓”几个大字。有秦家村、秦家大院以及省级文物保护单位古文游台。
鹧鸪天·重过阊门万事非,宋代,贺铸,重过阊门万事非。#同来何事不同归。#梧桐半死清霜后，头白鸳鸯失伴飞。#原上草，露初晞。#旧栖新垅两依依。#空床卧听南窗雨，谁复挑灯夜补衣。,再次来到苏州，只觉得万事皆非。曾与我同来的妻子为何不能与我同归呢？我好像是遭到霜打的梧桐，半生半死；又似白头失伴的鸳鸯，孤独倦飞。原野上，绿草上的露珠刚刚被晒干。我流连于旧日同栖的居室，又徘徊于垄上的新坟。躺在空荡荡的床上，听着窗外的凄风苦雨，平添几多愁绪。今后还有谁再为我深夜挑灯缝补衣衫！,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
杵声齐·砧面莹,宋代,贺铸,砧面莹，杵声齐。#捣就征衣泪墨题。#寄到玉关应万里，戍人犹在玉关西。,捣衣石的表面因年长日久的使用，早已光洁平滑，杵声协调、齐整。捣完制成衣服给丈夫寄去，可是在题写姓名、附就家信时却止不住涕泣连连。寄到玉门关已是万里之外了，可是戍守边关的人还在玉门关的西边。,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
芳心苦·杨柳回塘,宋代,贺铸,杨柳回塘，鸳鸯别浦。#绿萍涨断莲舟路。#断无蜂蝶慕幽香，红衣脱尽芳心苦。#返照迎潮，行云带雨。#依依似与骚人语。#当年不肯嫁春风，无端却被秋风误。,杨柳围绕着曲折的池塘，偏僻的水渠旁，又厚又密的浮萍，挡住了采莲的姑娘。没有蜜蜂和蝴蝶，来倾慕我幽幽的芳香。荷花渐渐地衰老，结一颗芳心苦涩。潮水带着夕阳，涌进荷塘，行云夹着雨点，无情地打在荷花上。随风摇曳的她呀，像是向骚人诉说哀肠：当年不肯在春天开放，如今却在无端地在秋风中受尽凄凉。,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
青玉案·凌波不过横塘路,宋代,贺铸,凌波不过横塘路，但目送、芳尘去。#锦瑟华年谁与度？#月桥花院，琐窗朱户，只有春知处。#飞云冉冉蘅皋暮，彩笔新题断肠句。#试问闲情都几许？#一川烟草，满城风絮，梅子黄时雨。,轻移莲步不再越过横塘路，只有用目力相送，她像芳尘一样飘去。正是青春年华时候，可什么人能与她一起欢度？是月台，是花榭，是雕饰的窗，是紧闭的朱户，这只有春天才会知道她的居处。飘飞的云彩舒卷自如，芳草岸旁的日色将暮，挥起彩笔刚刚写下断肠的诗句。若问闲情愁绪有几许？好像一江的烟草，满城随风飘落的花絮，梅子刚刚黄熟时的霖雨。,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
六州歌头·少年侠气,宋代,贺铸,少年侠气，交结五都雄。#肝胆洞。#毛发耸。#立谈中。#死生同。#一诺千金重。#推翘勇。#矜豪纵。#轻盖拥。#联飞鞚。#斗城东。#轰饮酒垆，春色浮寒瓮。#吸海垂虹。#闲呼鹰嗾犬，白羽摘雕弓。#狡穴俄空。#乐匆匆。#似黄粱梦。#辞丹凤。#明月共。#漾孤篷。#官冗從。#怀倥偬。#落尘笼。#簿书丛。#鹖弁如云众。#供粗用。#忽奇功。#笳鼓动。#渔阳弄。#思悲翁。#不请长缨，系取天骄种。#剑吼西风。#恨登山临水，手寄七弦桐。#目送归鸿。,N/A,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
石州引·薄雨初寒,宋代,贺铸,薄雨初寒，斜照弄晴，春意空阔。#长亭柳色才黄，远客一枝先折。#烟横水际，映带几点归鸦，东风销尽龙沙雪。#还记出关来，恰而今时节。#将发。#画楼芳酒，红泪清歌，顿成轻别。#已是经年，杳杳音尘多绝。#欲知方寸，共有几许清愁，芭蕉不展丁香结。#枉望断天涯，两厌厌风月。,N/A,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
思越人·紫府东风放夜时,宋代,贺铸,紫府东风放夜时。#步莲秾李伴人归。#五更钟动笙歌散，十里月明灯火稀。#香苒苒，梦依依。#天涯寒尽减春衣。#凤凰城阙知何处，寥落星河一雁飞。,东风初起的京城解除宵禁之时，我伴着看貌如秾李、步生莲花的美人归去。五更的钟声响起，笙歌已散尽，月色皎皎而灯火稀疏。香烟袅袅，梦魂恢依。天涯寒意散尽，我减下春衣。京城迢递，不知在何处，只望见稀疏冷落的银河下孤雁高飞。,贺铸(1052～1125)北宋词人。字方回，号庆湖遗老。汉族，卫州（今河南卫辉）人。宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐贺知章后裔，以知章居庆湖（即镜湖），故自号庆湖遗老。
南柯子·十里青山远,宋代,仲殊,十里青山远，潮平路带沙。#数声啼鸟怨年华。#又是凄凉时候，在天涯。#白露收残月，清风散晓霞。#绿杨堤畔问荷花：记得年时沽酒，那人家？,潮水涨平了沙路，远处的青山连绵不断，偶尔听到几声鸟鸣，好像是在哀怨时光流逝。又是凄凉冷漠的秋天了，我远在海角天涯。残月西堕。白露湿衣，拂晓的凉风慢慢地吹散朝霞。走到那似曾相识绿杨堤畔，我询问起塘中盛开的荷花：“你可记得，那年我路边沽酒，敲开的是哪门哪家？”,北宋僧人、词人。字师利。安州（今湖北安陆）人。本姓张，名挥，仲殊为其法号。曾应进士科考试。生卒年不详。年轻时游荡不羁，几乎被妻子毒死，弃家为僧，先后寓居苏州承天寺、杭州宝月寺，因时常食蜜以解毒，人称蜜殊；或又用其俗名称他为僧挥。他与苏轼往来甚厚。徽宗崇宁年间自缢而死。
诉衷情·宝月山作,宋代,仲殊,清波门外拥轻衣。#杨花相送飞。#西湖又还春晚，水树乱莺啼。#闲院宇，小帘帏。#晚初归。#钟声已过，篆香才点，月到门时。,清波门外和风吹拂，掀动着人的衣带，杨花纷飞殷勤相送。又到了西湖暮春傍晚，水边花树上群莺乱啼。寺院清幽，帘帐低垂，刚乘着夜色把家回。钟声已经响过，篆香刚刚点起，月光正照在院门前。,北宋僧人、词人。字师利。安州（今湖北安陆）人。本姓张，名挥，仲殊为其法号。曾应进士科考试。生卒年不详。年轻时游荡不羁，几乎被妻子毒死，弃家为僧，先后寓居苏州承天寺、杭州宝月寺，因时常食蜜以解毒，人称蜜殊；或又用其俗名称他为僧挥。他与苏轼往来甚厚。徽宗崇宁年间自缢而死。
摸鱼儿·东皋寓居,宋代,晁补之,买陂塘、旋栽杨柳，依稀淮岸江浦。#东皋嘉雨新痕涨，沙觜鹭来鸥聚。#堪爱处最好是、一川夜月光流渚。#无人独舞。#任翠幄张天，柔茵藉地，酒尽未能去。#青绫被，莫忆金闺故步。#儒冠曾把身误。#弓刀千骑成何事，荒了邵平瓜圃。#君试觑。#满青镜、星星鬓影今如许。#功名浪语。#便似得班超，封侯万里，归计恐迟暮。,买到池塘，在岸边栽上杨柳，看上去好似淮岸江边，风光极为秀美。刚下过雨，鹭、鸥在池塘中间的沙洲上聚集，很是好看。而最好看的是一川溪水映着明月，点点银光照着水上沙洲。四周无人，翩然独舞，自斟自饮。头上是浓绿的树幕，脚底有如茵的柔草，酒喝光了还不忍离开。不要留恋过去的仕宦生涯，读书做官是耽误了自己。自己也曾做过地方官，但仍一事无成，反而因做官而使田园荒芜。您不妨看看，从镜子里可发现鬓发已经白了不少。所谓“功名”，不过是一句空话。连班超那样立功于万里之外，被封为定远侯，但归故乡时已经年岁老大，也是太晚了。,晁补之（公元1053年—公元1110年），字无咎，号归来子，汉族，济州巨野（今属山东巨野县）人，北宋时期著名文学家。为“苏门四学士”（另有北宋诗人黄庭坚、秦观、张耒）之一。曾任吏部员外郎、礼部郎中。工书画，能诗词，善属文。与张耒并称“晁张”。其散文语言凝练、流畅，风格近柳宗元。诗学陶渊明。其词格调豪爽，语言清秀晓畅，近苏轼。但其诗词流露出浓厚的消极归隐思想。著有《鸡肋集》、《晁氏琴趣外篇》等。
盐角儿·亳社观梅,宋代,晁补之,开时似雪。#谢时似雪。#花中奇绝。#香非在蕊，香非在萼，骨中香彻。#占溪风，留溪月。#堪羞损、山桃如血。#直饶更、疏疏淡淡，终有一般情别。,花开的时候象雪，凋谢的时候仍然像雪，在百花之中的确是绝无仅有。散发出来的清香不在花蕊，也不在花萼，而是从骨子里飘荡出来的，清香透彻。占尽了从小溪吹来的轻风，留住了小溪中的明月，使那红得似血的山桃花也羞惭得减损了自己的容颜。即使仍然花影稀疏清香淡淡，终究另有一种非其他媚俗之花可与之相比的情致。,晁补之（公元1053年—公元1110年），字无咎，号归来子，汉族，济州巨野（今属山东巨野县）人，北宋时期著名文学家。为“苏门四学士”（另有北宋诗人黄庭坚、秦观、张耒）之一。曾任吏部员外郎、礼部郎中。工书画，能诗词，善属文。与张耒并称“晁张”。其散文语言凝练、流畅，风格近柳宗元。诗学陶渊明。其词格调豪爽，语言清秀晓畅，近苏轼。但其诗词流露出浓厚的消极归隐思想。著有《鸡肋集》、《晁氏琴趣外篇》等。
秋蕊香·帘幕疏疏风透,宋代,张耒,帘幕疏疏风透。#一线香飘金兽。#朱阑倚遍黄昏后。#廊上月华如昼。#别离滋味浓于酒。#著人瘦。#此情不及墙东柳。#春色年年如旧。,户外的风吹进疏帘，香炉里飘起一线香烟。黄昏后倚遍红色的栏杆，廊上的月光如同白天。别离的滋味比酒还浓酽，令人瘦损病恹恹。此情比不上墙东的杨柳，春泉时柳色依旧如去年。,北宋文学家，擅长诗词，为苏门四学士之一。《全宋词》《全宋诗》中有他的多篇作品。早年游学于陈，学官苏辙重爱，从学于苏轼，苏轼说他的文章类似苏辙，汪洋澹泊。其诗学白居易、张籍，如：《田家》《海州道中》《输麦行》多反映下层人民的生活以及自己的生活感受，风格平易晓畅。著作有《柯山集》五十卷、《拾遗》十二卷、《续拾遗》一卷。《宋史》卷四四四有传。
临江仙·未遇行藏谁肯信,宋代,侯蒙,未遇行藏谁肯信，如今方表名踪。#无端良匠画形容。#当风轻借力，一举入高空。#才得吹嘘身渐稳，只疑远赴蟾宫。#雨馀时候夕阳红。#几人平地上，看我碧霄中。,一直没有遇上圣明的君主，没作上官，过着隐居的生活，谁肯信服呢？而今才显现了名声和踪迹：画工将我画在风筝上，那么我正好借着风力，乘风直上。在半空中，风慢慢吹来，我觉得身体渐渐平稳了，只觉得要飘到月宫去了。此时正是雨后，夕阳西下之时，又有多少人身在平地，羡慕我登上了碧霄之中啊！,侯蒙（1054～1121），字元功，密州高密（今属山东）人，北宋宋徽宗崇宁年间户部尚书，谥文穆。《全宋词》第一册收其词一首。《全宋文》卷二七○四收其文四篇。事迹见《宋史》卷三五一本传。
瑞龙吟·大石春景,宋代,周邦彦,章台路。#还见褪粉梅梢，试花桃树。#愔愔坊陌人家，定巢燕子，归来旧处。#黯凝伫。#因念个人痴小，乍窥门户。#侵晨浅约宫黄，障风映袖，盈盈笑语。#前度刘郎重到，访邻寻里，同时歌舞。#唯有旧家秋娘，声价如故。#吟笺赋笔，犹记燕台句。#知谁伴、名园露饮，东城闲步。#事与孤鸿去。#探春尽是，伤离意绪。#官柳低金缕。#归骑晚、纤纤池塘飞雨。#断肠院落，一帘风絮。,N/A,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
满庭芳·夏日溧水无想山作,宋代,周邦彦,风老莺雏，雨肥梅子，午阴嘉树清圆。#地卑山近，衣润费炉烟。#人静乌鸢自乐，小桥外、新绿溅溅。#凭阑久，黄芦苦竹，拟泛九江船。#年年。#如社燕，飘流瀚海，来寄修椽。#且莫思身外，长近尊前。#憔悴江南倦客，不堪听、急管繁弦。#歌筵畔，先安簟枕，容我醉时眠。,风使春季的莺雏长大，夏雨让梅子变得肥美，正午茂密的树下圆形的阴凉笼罩的地面。地势低洼靠近山，衣服潮湿总费炉火烘干。人家寂静乌鸦无忧自乐翩翩，小桥外边，新涨的绿水湍流激溅。久久凭靠栏杆，遍地黄芦苦竹，竟仿佛我自己像遭贬的白居易泛舟九江边。年复一年。犹如春来秋去的社燕，飘飞流浪在大漠荒原，来寄居在长长的屋檐。且不去想那身外的功名业绩，还是怡心畅神，常坐酒樽前。我这疲倦、憔悴的江南游子，再不忍听激越、繁复的管弦。就在歌宴边，为我安上一个枕席，让我醉后可以随意安眠。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
苏幕遮·燎沉香,宋代,周邦彦,燎沉香，消溽暑。#鸟雀呼晴，侵晓窥檐语。#叶上初阳干宿雨、水面清圆，一一风荷举。#故乡遥，何日去。#家住吴门，久作长安旅。#五月渔郎相忆否。#小楫轻舟，梦入芙蓉浦。,细焚沉香，来消除夏天闷热潮湿的暑气。鸟雀鸣叫呼唤着晴天（旧有鸟鸣可占雨之说），拂晓时分我偷偷听它们在屋檐下的“言语”。荷叶上初出的阳光晒干了昨夜的雨，水面上的荷花清润圆正，荷叶迎着晨风，每一片荷叶都挺出水面。（看到这风景）我想到遥远的故乡，何日才能回去啊？我家本在吴越一带，长久地客居长安。五月，我故乡的小时候的伙伴是否在想我，划着一叶扁舟，在我的梦中来到了过去的荷花塘（词中指杭州西湖）。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
少年游·并刀如水,宋代,周邦彦,并刀如水，吴盐胜雪，纤手破新橙。#锦幄初温，兽烟不断，相对坐调笙。#低声问向谁行宿，城上已三更。#马滑霜浓，不如休去，直是少人行。,情人双双共进果橙。破橙的刀具光洁，像清水那样澄澈；盛橙子的盘子明净，果蔬新鲜。美人端庄高雅，用她的纤纤细手亲自为心上人般破新橙。女子对男子的一片温情，男子怎能不知呢？室内，华美的帐幔轻轻低垂，袅袅的炉香是室内弥漫着暖融融的气息，彼此之间的柔情蜜意也似乎融化在这温馨的气息中了。他们相对而坐，男子陶醉在女子的笙曲中。夜深了，男子起身向与女子告别，女子低声问他：你现在哪里入宿呢？现在已经是三更时分了，外面寒风凛冽、路滑霜寒，很少有人行走，不如就别走了吧。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
夜游宫·叶下斜阳照水,宋代,周邦彦,叶下斜阳照水。#卷轻浪、沈沈千里。#桥上酸风射眸子。#立多时，看黄昏，灯火市。#古屋寒窗底。#听几片、井桐飞坠。#不恋单衾再三起。#有谁知，为萧娘，书一纸。,一抹斜阳透过树叶照在水面，江水翻卷着细细的浪花，深沉地流向千里之外。桥上的寒风刺人眼目，令人神伤。我伫立已久，眼看着黄昏将尽，街市上亮起了灯火点点。陈旧的小屋里，我卧在寒窗之下，听到了井边几片梧桐落地的声响。不贪恋这薄薄的被子，几次三番起身下床。有谁知道我如此心神不安，辗转难寐，全是因为她的一封书信。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
解语花·上元,宋代,周邦彦,风消绛蜡，露浥红莲，灯市光相射。#桂华流瓦。#纤云散，耿耿素娥欲下。#衣裳淡雅。#看楚女纤腰一把。#箫鼓喧，人影参差，满路飘香麝。#因念都城放夜。#望千门如昼，嬉笑游冶。#钿车罗帕。#相逢处，自有暗尘随马。#年光是也。#唯只见、旧情衰谢。#清漏移，飞盖归来，从舞休歌罢。,蜡烛在风中燃烧，夜露浸湿了花灯，街市上灯光交相映射。皎洁月光照着屋瓦，淡淡的云层散去，光彩照人的嫦娥飘然欲下。衣裳是多么精致素雅，南国少女个个都细腰如掐。大街小巷箫鼓喧腾，人影攒动，条条路上幽香阵阵。不由想起当年京城的灯夜，千家万户张灯结彩如同白昼。姑娘们笑盈盈出门游赏，香车上不时有人丢下罗帕。有缘相逢的地方，必是打马相随尘土飞洒。今年的京城想必依旧，只是我旧日的情怀已全衰谢。钟漏轻移时间不早，赶快乘车回去吧，任凭人们去尽情歌舞玩耍。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
兰陵王·柳,宋代,周邦彦,柳阴直，烟里丝丝弄碧。#隋堤上、曾见几番，拂水飘绵送行色。#登临望故国，谁识京华倦客？#长亭路，年去岁来，应折柔条过千尺。#闲寻旧踪迹，又酒趁哀弦，灯照离席。#梨花榆火催寒食。#愁一箭风快，半篙波暖，回头迢递便数驿，望人在天北。#凄恻，恨堆积！#渐别浦萦回，津堠岑寂，斜阳冉冉春无极。#念月榭携手，露桥闻笛。#沉思前事，似梦里，泪暗滴。,N/A,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
六丑·落花,宋代,周邦彦,正单衣试酒，怅客里、光阴虚掷。#愿春暂留，春归如过翼。#一去无迹。#为问花何在，夜来风雨，葬楚宫倾国。#钗钿堕处遗香泽。#乱点桃蹊，轻翻柳陌。#多情为谁追惜。#但蜂媒蝶使，时叩窗隔。#东园岑寂。#渐蒙笼暗碧。#静绕珍丛底，成叹息。#长条故惹行客。#似牵衣待话，别情无极。#残英小、强簪巾帻。#终不似一朵，钗头颤袅，向人欹侧。#漂流处、莫趁潮汐。#恐断红、尚有相思字，何由见得。,N/A,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
西河·大石金陵,宋代,周邦彦,佳丽地。#南朝盛事谁记。#山围故国绕清江，髻鬟对起。#怒涛寂寞打孤城，风樯遥度天际。#断崖树，犹倒倚。#莫愁艇子曾系。#空余旧迹郁苍苍，雾沈半垒。#夜深月过女墙来，伤心东望淮水。#酒旗戏鼓甚处市。#想依稀、王谢邻里。#燕子不知何世。#入寻常、巷陌人家，相对如说兴亡，斜阳里。,南朝金陵兴盛的情景，而今谁还能记忆呢？江岸环绕着髻鬟似的山峰相对耸立。长江的大浪长年累月扑打这座孤独而寂寞的古城张着风帆的船正向遥远的天边驶去。临水的陡峭山崖上的树好像倒下来靠在崖上.莫愁姑娘或许曾在这里系过艇子吧！一切只剩下陈迹了，但只见郁郁苍苍一派青色，还有那浓雾中露出的半截城垒。夜半更深，月亮从女墙上升起来，而赏心亭东望著秦淮河。那酒旗飘扬、锣鼓喧天的热闹景象究竟到休息去寻找呢？想来就是东晋时代王谢家族的府居所在。燕子不知道这是什么世代。燕子在夕阳里喃喃细语，好像也在相互诉说这里的盛衰兴亡吧。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
