TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
行经华阴,唐代,崔颢,岧峣太华俯咸京，天外三峰削不成。#武帝祠前云欲散，仙人掌上雨初晴。#河山北枕秦关险，驿路西连汉畤平。#借问路傍名利客，何如此处学长生。,在高峻华山上俯视京都长安，三峰伸向天外不是人工削成。在武帝祠前的乌云将要消散，雨过天晴仙人掌峰一片青葱。秦关北靠河山地势多么险要，驿路通过长安往西连着汉畤。借问路旁那些追名逐利的人，为何不到此访仙学道求长生？,崔颢唐开元年间进士，官至太仆寺丞，天宝中为司勋员外郎。最为人们津津乐道的是他那首《黄鹤楼》，据说李白为之搁笔，曾有“眼前有景道不得，崔颢题诗在上头”的赞叹。《全唐诗》存其诗四十二首。
利州南渡,唐代,温庭筠,澹然空水对斜晖，曲岛苍茫接翠微。#波上马嘶看棹去，柳边人歇待船归。#数丛沙草群鸥散，万顷江田一鹭飞。#谁解乘舟寻范蠡，五湖烟水独忘机。,夕阳正斜照在空阔的水面上，曲折的小岛连接翠绿的群山。江面上传来马的嘶鸣看船归，柳荫下的人们等待着船靠岸。广阔沙草从中群鸥四处飞散，万顷江田上空孤鹭展翅飞翔。谁能像范蠡一样乘着小木船，在辽阔的江湖上面自由飘荡。,温庭筠（约812—866）唐代诗人、词人。本名岐，字飞卿，太原祁（今山西祁县东南）人。富有天才，文思敏捷，每入试，押官韵，八叉手而成八韵，所以也有“温八叉”之称。然恃才不羁，又好讥刺权贵，多犯忌讳，取憎于时，故屡举进士不第，长被贬抑，终生不得志。官终国子助教。精通音律。工诗，与李商隐齐名，时称“温李”。其诗辞藻华丽，秾艳精致，内容多写闺情。其词艺术成就在晚唐诸词人之上，为“花间派”首要词人，对词的发展影响较大。在词史上，与韦庄齐名，并称“温韦”。存词七十余首。后人辑有《温飞卿集》及《金奁集》。
苏武庙,唐代,温庭筠,苏武魂销汉使前，古祠高树两茫然。#云边雁断胡天月，陇上羊归塞草烟。#回日楼台非甲帐，去时冠剑是丁年。#茂陵不见封侯印，空向秋波哭逝川。,苏武初遇汉使，悲喜交集感慨万端；而今古庙高树，肃穆庄严久远渺然。羁留北海音书断绝，头顶胡天明月；荒陇牧羊回来，茫茫草原已升暮烟。回朝进谒楼台依旧，甲帐却无踪影；奉命出使加冠佩剑，正是潇洒壮年。封侯受爵缅怀茂陵，君臣已不相见；空对秋水哭吊先皇，哀叹逝去华年。,温庭筠（约812—866）唐代诗人、词人。本名岐，字飞卿，太原祁（今山西祁县东南）人。富有天才，文思敏捷，每入试，押官韵，八叉手而成八韵，所以也有“温八叉”之称。然恃才不羁，又好讥刺权贵，多犯忌讳，取憎于时，故屡举进士不第，长被贬抑，终生不得志。官终国子助教。精通音律。工诗，与李商隐齐名，时称“温李”。其诗辞藻华丽，秾艳精致，内容多写闺情。其词艺术成就在晚唐诸词人之上，为“花间派”首要词人，对词的发展影响较大。在词史上，与韦庄齐名，并称“温韦”。存词七十余首。后人辑有《温飞卿集》及《金奁集》。
江州重别薛六柳八二员外,唐代,刘长卿,生涯岂料承优诏，世事空知学醉歌。#江上月明胡雁过，淮南木落楚山多。#寄身且喜沧洲近，顾影无如白发何。#今日龙钟人共弃，愧君犹遣慎风波。,多年沦落的生涯，谁知竟得到天子的厚恩。世间万事我都已参破，只想学醉饮狂歌的古人。江上的月色分外清明，胡雁从夜空飞掠而过。秋风吹起，淮南已树木凋尽，楚地山头的落叶想必更多。且喜暂时可以寄身的地方，在那沧海近旁。对着明镜来回照影，萧萧白发徒然地令人心伤。如今你们同我都已经老去，都一样是这般步履龙钟。你们还叮嘱我要留意风波险恶，真叫我深深惭愧无限感动。,刘长卿(约726—约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。
长沙过贾谊宅,唐代,刘长卿,三年谪宦此栖迟，万古惟留楚客悲。#秋草独寻人去后，寒林空见日斜时。#汉文有道恩犹薄，湘水无情吊岂知。#寂寂江山摇落处，怜君何事到天涯。,贾谊被贬在此地居住三年，可悲遭遇千万代令人伤情。我在秋草中寻觅人迹不在，寒林里空见夕阳缓缓斜倾。汉文帝重才恩德尚且淡薄，湘江水无意凭吊有谁知情？寂寞冷落深山里落叶纷纷，可怜你不知因何天涯飘零？,刘长卿(约726—约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。
自夏口至鹦鹉洲夕望岳阳寄源中丞,唐代,刘长卿,汀洲无浪复无烟，楚客相思益渺然。#汉口夕阳斜渡鸟，洞庭秋水远连天。#孤城背岭寒吹角，独树临江夜泊船。#贾谊上书忧汉室，长沙谪去古今怜。,鹦鹉洲在长江中浮沉，无浪也无烟；我这楚客思念中丞，心绪更加渺远。汉口斜映着夕阳，飞鸟都纷纷归巢；洞庭湖的秋水，烟波浩渺远接蓝天。汉阳城后的山岭，传来悲凉的号角；滨临江边的独树旁，夜里泊着孤船。当年贾谊上书文帝，全是忧心汉室；他却被贬谪居长沙，古今谁不衰怜！,刘长卿(约726—约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。
西塞山怀古,唐代,刘禹锡,王濬楼船下益州，金陵王气黯然收。#千寻铁锁沉江底，一片降幡出石头。#人世几回伤往事，山形依旧枕寒流。#今逢四海为家日，故垒萧萧芦荻秋。,王濬的战船从益州出发，东吴的王气便黯然消逝。千丈长的铁链沉入江底，一片降旗挂在石头城头。人生中多少次伤怀往事，山形依然不变靠着寒流。从今以后天下归为一同，芦荻在旧垒上萧萧飘摇。,刘禹锡（772－842），字梦得，汉族，中国唐朝彭城（今徐州）人，祖籍洛阳，唐朝文学家，哲学家，自称是汉中山靖王后裔，曾任监察御史，是王叔文政治改革集团的一员。唐代中晚期著名诗人，有“诗豪”之称。他的家庭是一个世代以儒学相传的书香门第。政治上主张革新，是王叔文派政治革新活动的中心人物之一。后来永贞革新失败被贬为朗州司马（今湖南常德）。据湖南常德历史学家、收藏家周新国先生考证刘禹锡被贬为朗州司马其间写了著名的“汉寿城春望”。
晚次鄂州,唐代,卢纶,云开远见汉阳城，犹是孤帆一日程。#估客昼眠知浪静，舟人夜语觉潮生。#三湘愁鬓逢秋色，万里归心对月明。#旧业已随征战尽，更堪江上鼓鼙声。,雾散云开远远望见汉阳城，孤舟漂游还要走一日路程。商贾在白日睡觉知道浪静，船夫在夜间说话感到潮生。看三湘秋色两边鬓发衰白，望万里明月思归心意更增。家乡旧业已经被战乱毁尽，哪堪再听见江上鼓角声声。,卢纶（约737-约799），字允言，唐代诗人，大历十才子之一，汉族，河中蒲（今山西省永济县）人。天宝末举进士，遇乱不第；代宗朝又应举，屡试不第。大历六年，宰相元载举荐，授阌乡尉；后由王缙荐为集贤学士，秘书省校书郎，升监察御史。出为陕府户曹、河南密县令。后元载、王缙获罪，遭到牵连。德宗朝复为昭应令，又任河中浑瑊元帅府判官，官至检校户部郎中。有《卢户部诗集》。
赠阙下裴舍人,唐代,钱起,二月黄莺飞上林，春城紫禁晓阴阴。#长乐钟声花外尽，龙池柳色雨中深。#阳和不散穷途恨，霄汉长怀捧日心。#献赋十年犹未遇，羞将白发对华簪。,二月天黄莺鸟飞到上林苑，春天早上紫禁城郁郁葱葱。长乐宫钟声消逝在花丛外，龙池杨柳沐春雨翠色更深。和煦春日也难消穷途遗恨，耿耿胸中永怀着捧日忠心。献赋十年至今仍未得恩遇，如今白发丛生羞对裴舍人。,钱起（722？—780年），字仲文，汉族，吴兴（今浙江湖州市）人，唐代诗人。早年数次赴试落第，唐天宝十年（751年）进士，大书法家怀素和尚之叔。初为秘书省校书郎、蓝田县尉，后任司勋员外郎、考功郎中、翰林学士等。曾任考功郎中，故世称“钱考功”。代宗大历中为翰林学士。他是大历十才子之一，也是其中杰出者，被誉为“大历十才子之冠”。又与郎士元齐名，称“钱郎”，当时称为“前有沈宋，后有钱郎。”
宫词,唐代,薛逢,十二楼中尽晓妆，望仙楼上望君王。#锁衔金兽连环冷，水滴铜龙昼漏长。#云髻罢梳还对镜，罗衣欲换更添香。#遥窥正殿帘开处，袍袴宫人扫御床。,大清早，宫妃们在十二楼打扮梳妆；登上望仙楼台，盼望着临幸的君王。兽形门环紧锁宫门，内心十分凄怆；铜龙漏斗越滴越慢，坐待更觉日长。发髻梳理完毕，还要对镜反复端详，重换一件罗衣，注意加熏一些香料。远远看见，正殿闪动人影启开珠帘；看见短袍绣裤宫女，正在打扫御床。,薛逢，字陶臣，蒲洲河东（今山西永济县）人，会昌元年（公元八四一）进士。历侍御史、尚书郎。因恃才傲物，议论激切，屡忤权贵，故仕途颇不得意。《全唐诗》收录其诗一卷。《旧唐书》卷一九零，《新唐书》卷二零三皆有传。
同题仙游观,唐代,韩翃,仙台初见五城楼，风物凄凄宿雨收。#山色遥连秦树晚，砧声近报汉宫秋。#疏松影落空坛静，细草香闲小洞幽。#何用别寻方外去，人间亦自有丹丘。,在仙台上刚见到五城楼，夜雨初停景物冷落凄清。晓山翠色遥连秦地树木，汉宫砧声报讯寒秋来临。空坛澄清疏松影落水底，小洞清幽细草芳香沁人。何必去寻找世外的仙境，人世间就有美好的桃源。,韩翃，唐代诗人。字君平，南阳（今河南南阳）人。是“大历十才子”之一。天宝13年（754）考中进士，宝应年间在淄青节度使侯希逸幕府中任从事，后随侯希逸回朝，闲居长安十年。建中年间，因作《寒食》诗被唐德宗所赏识，因而被提拔为中书舍人。韩翃诗笔法轻巧，写景别致，在当时传诵很广。
贼退示官吏,唐代,元结,昔岁逢太平，山林二十年。#泉源在庭户，洞壑当门前。#井税有常期，日晏犹得眠。#忽然遭世变，数岁亲戎旃。#今来典斯郡，山夷又纷然。#城小贼不屠，人贫伤可怜。#是以陷邻境，此州独见全。#使臣将王命，岂不如贼焉？#今彼征敛者，迫之如火煎。#谁能绝人命，以作时世贤！#思欲委符节，引竿自刺船。#将家就鱼麦，归老江湖边。,我早年遇到了太平世道，在山林中隐居了二十年。清泉水流经过我家门口，山涧洞谷对着我家门前。田租赋税有个固定期限，日上三竿依然安稳酣眠。忽然间遭遇到世道突变，数年来亲自从军上前线。如今我来治理这个郡县，又遇到蛮夷来骚扰侵犯。县城太小蛮夷无意洗劫，百姓贫穷他们也觉可怜。因此他们攻陷邻县境界，唯有这个道州独自保全。奉皇命来收租税的使臣，难道还比不上盗贼慈善？现在那横征暴敛的官吏，催赋逼税恰如火烧油煎。谁忍心断绝人民的生路，换取时世所称赞的忠贤？我想辞去官职丢弃符节，拿起竹篙自己动手撑船。带领全家回到鱼米之乡，告老归隐住在那江湖边。,元结（719～772年），中国唐代文学家。字次山，号漫叟、聱叟。河南鲁山人。天宝六载(747)应举落第后，归隐商余山。天宝十二载进士及第。安禄山反，曾率族人避难猗玗洞（今湖北大冶境内），因号猗玗子。乾元二年(759)，任山南东道节度使史翙幕参谋，招募义兵，抗击史思明叛军，保全十五城。代宗时，任道州刺史，调容州，加封容州都督充本管经略守捉使，政绩颇丰。大历七年(772)入朝，同年卒于长安。
渭川田家,唐代,王维,斜阳照墟落，穷巷牛羊归。#野老念牧童，倚杖候荆扉。#雉雊麦苗秀，蚕眠桑叶稀。#田夫荷锄至，相见语依依。#即此羡闲逸，怅然吟式微。,村庄处处披满夕阳余辉，牛羊沿着深巷纷纷回归。老叟惦念着放牧的孙儿，柱杖等候在自家的柴扉。雉鸡鸣叫麦儿即将抽穗，蚕儿成眠桑叶已经薄稀。农夫们荷锄回到了村里，相见欢声笑语恋恋依依。如此安逸怎不叫我羡慕？我不禁怅然地吟起《式微》。,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
西施咏,唐代,王维,艳色天下重，西施宁久微。#朝为越溪女，暮作吴宫妃。#贱日岂殊众，贵来方悟稀。#邀人傅香粉，不自著罗衣。#君宠益娇态，君怜无是非。#当时浣纱伴，莫得同车归。#持谢邻家子，效颦安可希。,艳丽的姿色向来为天下器重，美丽的西施怎么能久处低微？原先她是越溪的一个浣纱女，后来却成了吴王宫里的爱妃。平贱时难道有什么与众不同？显贵了才惊悟她丽质天下稀。曾有多少宫女为她搽脂敷粉，她从来也不用自己穿著罗衣。君王宠幸她的姿态更加娇媚，君王怜爱从不计较她的是非。昔日一起在越溪浣纱的女伴，再不能与她同车去来同车归。奉告那盲目效颦的邻人东施，光学皱眉而想取宠并非容易！,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
送别,唐代,王维,下马饮君酒，问君何所之？#君言不得意，归卧南山陲。#但去莫复问，白云无尽时。,请你下马来喝一杯酒，敢问朋友你要去何方？你说因为生活不得意，回乡隐居在终南山旁。只管去吧我何须再问，看那白云正无边飘荡。,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
送綦毋潜落第还乡,唐代,王维,圣代无隐者，英灵尽来归。#遂令东山客，不得顾采薇。#既至金门远，孰云吾道非。#江淮度寒食，京洛缝春衣。#置酒长安道，同心与我违。#行当浮桂棹，未几拂荆扉。#远树带行客，孤城当落晖。#吾谋适不用，勿谓知音稀。,政治清明时代绝无隐者存在，为朝政服务有才者纷纷出来。连你这个像谢安的山林隐者，也不再效法伯夷叔齐去采薇。你应试落弟不能待诏金马门，那是命运不济谁说吾道不对？去年寒食时节你正经过江淮，滞留京洛又缝春衣已过一载。我们又在长安城外设酒饯别，同心知己如今又要与我分开。你行将驾驶着小船南下归去，不几天就可把自家柴门扣开。远山的树木把你的身影遮盖，夕阳余辉映得孤城艳丽多彩。你暂不被录用纯属偶然的事，别以为知音稀少而徒自感慨！,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
青溪,唐代,王维,言入黄花川，每逐清溪水。#随山将万转，趣途无百里。#声喧乱石中，色静深松里。#漾漾泛菱荇，澄澄映葭苇。#我心素已闲，清川澹如此。#请留磐石上，垂钓将已矣。,进入黄花川游览，每每都去追逐那条青溪。溪水随着山势，百转千回，经过的路途，却不足百里。水声在山间乱石中喧嚣，水色在深密的松林里幽静深沉。水草在溪水中轻轻摇荡，芦苇清晰地倒映在碧水之中。我的心一向悠闲，如同清澈的溪水淡泊安宁。但愿我能留在溪边的盘石上，在垂钓中度过我的一生。,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
与高适薛据同登慈恩寺浮图,唐代,岑参,塔势如涌出，孤高耸天宫。#登临出世界，磴道盘虚空。#突兀压神州，峥嵘如鬼工。#四角碍白日，七层摩苍穹。#下窥指高鸟，俯听闻惊风。#连山若波涛，奔凑似朝东。#青槐夹驰道，宫馆何玲珑。#秋色从西来，苍然满关中。#五陵北原上，万古青濛濛。#净理了可悟，胜因夙所宗。#誓将挂冠去，觉道资无穷。,宝塔宛如平地涌出，孤高巍峨耸入天宫。登上去像走出人间，蹬踏梯道盘旋空中。高峻突出镇定神州，峥嵘胜过鬼斧神工。四角伸展挡住白日，七层紧紧连着苍穹。下看飞鸟屈指可数，俯听山风呼啸迅猛。山连山如波涛起伏，汹涌澎湃奔流向东。青槐夹着笔直驰道，楼台宫殿何等玲珑。秋天秀色从西而来，苍苍茫茫弥漫关中。长安城北汉代五陵，万古千秋一派青葱。清净佛理完全领悟。善因素来为人信从。立誓归隐辞官而去，信奉佛道其乐无穷。,岑参（约715-770年），唐代边塞诗人，南阳人，太宗时功臣岑文本重孙，后徙居江陵。[1-2]岑参早岁孤贫，从兄就读，遍览史籍。唐玄宗天宝三载（744年）进士，初为率府兵曹参军。后两次从军边塞，先在安西节度使高仙芝幕府掌书记；天宝末年，封常清为安西北庭节度使时，为其幕府判官。代宗时，曾官嘉州刺史（今四川乐山），世称“岑嘉州”。大历五年（770年）卒于成都。
下终南山过斛斯山人宿置酒,唐代,李白,暮从碧山下，山月随人归。#却顾所来径，苍苍横翠微。#相携及田家，童稚开荆扉。#绿竹入幽径，青萝拂行衣。#欢言得所憩，美酒聊共挥。#长歌吟松风，曲尽河星稀。#我醉君复乐，陶然共忘机。,傍晚从终南山上走下来，山月好像随着行人而归。回望来时走的山间小路，山林苍苍茫茫一片青翠。遇斛斯山人相携到他家，孩童出来急忙打开柴门。走进竹林穿过幽静小路，青萝枝叶拂着行人衣裳。欢言笑谈得到放松休息，畅饮美酒宾主频频举杯。放声高歌风入松的曲调，歌罢银河星星已经很稀。我喝醉酒主人非常高兴，欢乐忘了世俗奸诈心机。,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
月下独酌四首·其一,唐代,李白,花间一壶酒，独酌无相亲。#举杯邀明月，对影成三人。#月既不解饮，影徒随我身。#暂伴月将影，行乐须及春。#我歌月徘徊，我舞影零乱。#醒时同交欢，醉后各分散。#永结无情游，相期邈云汉。,提一壶美酒摆在花丛间，自斟自酌无友无亲。举杯邀请明月，对着身影成为三人。明月当然不会喝酒，身影也只是随着我身。我只好和他们暂时结成酒伴，要行乐就必须把美好的春光抓紧。我唱歌明月徘徊，我起舞身影零乱。醒时一起欢乐，醉后各自分散。我愿与他们永远结下忘掉伤情的友谊，相约在缥缈的银河边。,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
春思,唐代,李白,燕草如碧丝，秦桑低绿枝。#当君怀归日，是妾断肠时。#春风不相识，何事入罗帏。,燕地小草像碧丝般青绿，秦地的桑树已叶翠枝绿。当你怀念家园盼归之日，早就思念你而愁肠百结。春风啊你与我素不相识，为何吹进罗帐激我愁思？,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
梦李白二首·其一,唐代,杜甫,死别已吞声，生别常恻恻。#江南瘴疠地，逐客无消息。#故人入我梦，明我长相忆。#恐非平生魂，路远不可测。#魂来枫林青，魂返关塞黑。#君今在罗网，何以有羽翼。#落月满屋梁，犹疑照颜色。#水深波浪阔，无使蛟龙得。,为死别往往使人泣不成声，而生离却常令人更加伤悲。江南山泽是瘴疬流行之处，被贬谪的人为何毫无消息？老朋友你忽然来到我梦里，因为你知道我常把你记忆。梦中的你恐不会是鬼魂吧，路途遥远生与死实难估计。灵魂飘来是从西南青枫林，灵魂返回是由关山的黑地。你如今陷入囹圄身不由己，哪有羽翼飞来这北国之地？明月落下清辉洒满了屋梁，迷离中见到你的颜容憔悴。水深浪阔旅途请多加小心，不要失足落入蛟龙的嘴里。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
梦李白二首·其二,唐代,杜甫,浮云终日行，游子久不至。#三夜频梦君，情亲见君意。#告归常局促，苦道来不易。#江湖多风波，舟楫恐失坠。#出门搔白首，若负平生志。#冠盖满京华，斯人独憔悴。#孰云网恢恢，将老身反累。#千秋万岁名，寂寞身后事。,天上浮云日日飘来飘去，远游的故人却久去不归。夜晚我屡屡梦中见到你，可知你对我的深情厚意。分别是你总是神色匆匆，总说能来相见多么不易。江湖上航行多险风恶浪，担心你的船被掀翻沉没。出门时搔着满头的白发，悔恨辜负自己平生之志。高车丽服显贵塞满京城，才华盖世你却容颜憔悴。谁能说天理公道无欺人，迟暮之年却无辜受牵累。即使有流芳千秋的美名，难以补偿遭受的冷落悲戚。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
望岳,唐代,杜甫,岱宗夫如何？#齐鲁青未了。#造化钟神秀，阴阳割昏晓。#荡胸生曾云，决眦入归鸟。#会当凌绝顶，一览众山小。,巍峨的泰山，到底如何雄伟？走出齐鲁，依然可见那青青的峰顶。神奇自然汇聚了千种美景，山南山北分隔出清晨和黄昏。层层白云，荡涤胸中沟壑；翩翩归鸟，飞入赏景眼圈。定要登上泰山顶峰，俯瞰群山，豪情满怀。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
赠卫八处士,唐代,杜甫,人生不相见，动如参与商。#今夕复何夕，共此灯烛光。#少壮能几时，鬓发各已苍。#访旧半为鬼，惊呼热中肠。#焉知二十载，重上君子堂。#昔别君未婚，儿女忽成行。#怡然敬父执，问我来何方。#问答未及已，儿女罗酒浆。#夜雨剪春韭，新炊间黄粱。#主称会面难，一举累十觞。#十觞亦不醉，感子故意长。#明日隔山岳，世事两茫茫。,人生旅途常有别离不易相见，就像参星商星实在难得相遇。今夜又是一个什么吉日良辰，让我们共同在这烛光下叙谈。青春壮健年少岁月能有多少，转瞬间你我都已经两鬓如霜。昔日往来的朋友一半已去世，我内心激荡不得不连声哀叹。没想到我们已分别廿个春秋，今天还能亲临你家里的厅堂。相分别是你还没有结婚成家，倏忽间你的子女已成帮成行。他们彬彬有礼笑迎父亲老友，亲切地询问我来自什么地方？还来不及讲述完所有的往事，你就催促儿女快把酒菜摆上。冒着夜雨剪来了青鲜的韭菜，呈上新煮的黄米饭让我品尝。主人感慨见面的机会太难得，开怀畅饮一连喝干了十几杯。一连喝干十几杯还没有醉意，令我感动你对老友情深意长。明日分别后又相隔千山万水，茫茫的世事真令人愁绪难断。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
